SubjectNumber,SessionNumber,SOA,PrimeCondition,Accuracy,Mean RT,StDev RT
305,1,1200,first associate related,0.93,1079.95,565.94
305,1,1200,other associate related,0.96,991.30,416.74
305,1,1200,first associate unrelated,0.85,944.28,331.46
305,1,1200,other associate unrelated,0.84,1143.05,467.90
305,2,200,first associate related,0.94,904.45,391.38
305,2,200,other associate related,0.92,917.60,510.66
305,2,200,first associate unrelated,0.88,906.72,411.77
305,2,200,other associate unrelated,0.87,980.80,550.59
305,2,1200,first associate related,0.85,1342.69,551.13
305,2,1200,other associate related,0.88,1280.04,632.05
305,2,1200,first associate unrelated,0.87,1288.40,641.03
305,2,1200,other associate unrelated,0.77,1309.28,557.04
306,1,200,first associate related,0.98,638.38,163.00
306,1,200,other associate related,0.92,732.56,322.50
306,1,200,first associate unrelated,0.88,673.37,190.23
306,1,200,other associate unrelated,0.96,645.86,156.30
306,1,1200,first associate related,0.90,681.98,214.37
306,1,1200,other associate related,0.87,658.07,174.37
306,1,1200,first associate unrelated,0.96,727.20,370.89
306,1,1200,other associate unrelated,0.96,597.74,157.45
306,2,200,first associate related,0.92,604.06,136.44
306,2,200,other associate related,1.00,617.02,124.28
306,2,200,first associate unrelated,0.88,626.02,99.22
306,2,200,other associate unrelated,0.96,625.82,105.31
306,2,1200,first associate related,0.94,615.76,201.53
306,2,1200,other associate related,0.92,574.73,90.50
306,2,1200,first associate unrelated,0.88,597.61,99.18
306,2,1200,other associate unrelated,0.96,608.53,137.72
307,1,200,first associate related,0.81,1020.81,533.42
307,1,200,other associate related,0.76,1037.82,529.45
307,1,200,first associate unrelated,0.81,949.12,515.46
307,1,200,other associate unrelated,0.83,924.74,553.07
307,1,1200,first associate related,0.83,1353.66,540.10
307,1,1200,other associate related,0.79,1191.56,625.06
307,1,1200,first associate unrelated,0.84,1197.09,368.60
307,1,1200,other associate unrelated,0.90,1161.49,503.82
307,2,200,first associate related,0.73,1292.66,510.59
307,2,200,other associate related,0.87,1158.11,652.00
307,2,200,first associate unrelated,0.62,1146.78,727.04
307,2,200,other associate unrelated,0.81,1323.62,565.43
307,2,1200,first associate related,0.67,1478.26,476.98
307,2,1200,other associate related,0.77,1508.78,479.01
307,2,1200,first associate unrelated,0.63,1348.18,322.63
307,2,1200,other associate unrelated,0.71,1578.70,547.91
308,1,200,first associate related,0.98,599.65,242.56
308,1,200,other associate related,0.96,558.36,86.27
308,1,200,first associate unrelated,0.98,588.82,133.51
308,1,200,other associate unrelated,0.98,595.71,82.51
308,1,1200,first associate related,1.00,567.71,120.31
308,1,1200,other associate related,1.00,547.71,102.30
308,1,1200,first associate unrelated,1.00,579.60,104.55
308,1,1200,other associate unrelated,0.98,567.30,123.03
308,2,200,first associate related,1.00,506.54,62.45
308,2,200,other associate related,1.00,543.59,91.28
308,2,200,first associate unrelated,1.00,544.31,121.17
308,2,200,other associate unrelated,0.96,526.84,63.70
308,2,1200,first associate related,1.00,508.81,75.20
308,2,1200,other associate related,1.00,539.13,127.39
308,2,1200,first associate unrelated,0.98,550.31,90.39
308,2,1200,other associate unrelated,0.96,543.62,84.30
309,1,200,first associate related,0.96,601.58,121.79
309,1,200,other associate related,0.98,579.61,130.06
309,1,200,first associate unrelated,1.00,639.17,200.63
309,1,200,other associate unrelated,0.92,607.13,176.05
309,1,1200,first associate related,0.94,555.06,132.19
309,1,1200,other associate related,0.92,597.15,213.48
309,1,1200,first associate unrelated,0.96,590.34,144.21
309,1,1200,other associate unrelated,0.85,550.27,126.10
309,2,200,first associate related,0.96,598.06,107.25
309,2,200,other associate related,0.94,583.12,126.64
309,2,200,first associate unrelated,0.96,631.59,159.02
309,2,200,other associate unrelated,0.90,621.74,137.76
309,2,1200,first associate related,0.96,619.90,208.33
309,2,1200,other associate related,0.96,610.72,280.00
309,2,1200,first associate unrelated,0.92,604.85,152.11
309,2,1200,other associate unrelated,0.88,613.70,157.25
310,1,200,first associate related,0.96,526.02,102.78
310,1,200,other associate related,0.96,540.42,133.31
310,1,200,first associate unrelated,0.92,518.85,101.41
310,1,200,other associate unrelated,0.96,589.86,154.51
310,1,1200,first associate related,0.96,556.76,112.62
310,1,1200,other associate related,0.92,554.52,113.84
310,1,1200,first associate unrelated,0.96,532.88,91.80
310,1,1200,other associate unrelated,0.96,555.12,96.02
310,2,200,first associate related,0.85,500.86,137.08
310,2,200,other associate related,0.90,486.38,109.89
310,2,200,first associate unrelated,0.79,532.80,124.62
310,2,200,other associate unrelated,0.90,497.04,94.56
310,2,1200,first associate related,0.92,546.96,134.84
310,2,1200,other associate related,0.83,508.91,111.80
310,2,1200,first associate unrelated,0.90,542.94,158.48
310,2,1200,other associate unrelated,0.96,508.96,82.36
311,1,200,first associate related,0.98,582.90,147.17
311,1,200,other associate related,1.00,615.35,154.51
311,1,200,first associate unrelated,1.00,613.94,177.00
311,1,200,other associate unrelated,0.98,605.94,187.16
311,1,1200,first associate related,0.98,630.08,187.10
311,1,1200,other associate related,0.92,622.13,119.83
311,1,1200,first associate unrelated,0.96,650.78,142.40
311,1,1200,other associate unrelated,0.96,646.66,159.20
311,2,200,first associate related,0.96,605.48,147.43
311,2,200,other associate related,0.96,617.94,115.89
311,2,200,first associate unrelated,0.96,653.16,140.73
311,2,200,other associate unrelated,0.94,634.67,149.86
311,2,1200,first associate related,1.00,675.90,197.33
311,2,1200,other associate related,0.98,663.65,144.65
311,2,1200,first associate unrelated,0.98,686.33,130.64
311,2,1200,other associate unrelated,0.98,720.41,168.23
312,1,200,first associate related,1.00,593.85,102.11
312,1,200,other associate related,0.94,628.73,108.58
312,1,200,first associate unrelated,0.98,627.88,139.47
312,1,200,other associate unrelated,1.00,643.33,146.19
312,1,1200,first associate related,0.96,633.20,224.74
312,1,1200,other associate related,1.00,614.52,129.05
312,1,1200,first associate unrelated,1.00,667.96,179.35
312,1,1200,other associate unrelated,1.00,622.83,110.23
312,2,200,first associate related,0.98,573.94,111.32
312,2,200,other associate related,0.98,593.16,128.18
312,2,200,first associate unrelated,0.98,624.47,119.33
312,2,200,other associate unrelated,0.96,592.86,75.13
312,2,1200,first associate related,1.00,519.67,76.44
312,2,1200,other associate related,1.00,544.00,72.17
312,2,1200,first associate unrelated,1.00,598.83,112.55
312,2,1200,other associate unrelated,1.00,599.71,84.31
313,1,200,first associate related,1.00,599.00,112.44
313,1,200,other associate related,0.96,578.14,134.77
313,1,200,first associate unrelated,0.96,604.46,113.77
313,1,200,other associate unrelated,0.96,590.32,97.09
313,1,1200,first associate related,0.98,580.75,98.79
313,1,1200,other associate related,1.00,605.88,159.67
313,1,1200,first associate unrelated,0.94,667.08,297.39
313,1,1200,other associate unrelated,0.98,619.55,123.38
313,2,200,first associate related,1.00,532.43,108.36
313,2,200,other associate related,0.94,547.59,111.85
313,2,200,first associate unrelated,0.94,545.80,83.49
313,2,200,other associate unrelated,0.92,524.19,83.23
313,2,1200,first associate related,0.98,643.29,185.18
313,2,1200,other associate related,0.98,595.25,103.58
313,2,1200,first associate unrelated,0.98,624.14,119.22
313,2,1200,other associate unrelated,0.98,621.25,110.09
314,1,200,first associate related,0.92,947.34,400.56
314,1,200,other associate related,0.90,990.38,497.08
314,1,200,first associate unrelated,0.83,1086.09,467.86
314,1,200,other associate unrelated,0.91,900.46,426.46
314,1,1200,first associate related,0.88,790.59,270.40
314,1,1200,other associate related,0.90,839.51,200.43
314,1,1200,first associate unrelated,0.94,833.90,232.16
314,1,1200,other associate unrelated,0.86,824.80,244.08
314,2,200,first associate related,0.94,843.38,280.56
314,2,200,other associate related,0.90,861.47,308.97
314,2,200,first associate unrelated,0.98,829.92,314.96
314,2,200,other associate unrelated,0.91,836.54,325.93
314,2,1200,first associate related,0.96,797.44,189.28
314,2,1200,other associate related,1.00,767.33,202.10
314,2,1200,first associate unrelated,0.92,762.45,174.98
314,2,1200,other associate unrelated,0.98,775.22,159.29
315,1,200,first associate related,0.94,659.16,182.55
315,1,200,other associate related,0.87,642.56,132.40
315,1,200,first associate unrelated,0.88,633.52,127.86
315,1,200,other associate unrelated,0.88,674.46,148.79
315,1,1200,first associate related,0.88,672.83,175.95
315,1,1200,other associate related,0.88,682.02,151.57
315,1,1200,first associate unrelated,0.88,692.15,192.49
315,1,1200,other associate unrelated,0.85,666.20,121.65
315,2,200,first associate related,0.94,668.86,108.56
315,2,200,other associate related,0.88,713.09,166.55
315,2,200,first associate unrelated,0.88,757.67,215.94
315,2,200,other associate unrelated,0.90,715.85,115.82
315,2,1200,first associate related,0.87,696.93,156.27
315,2,1200,other associate related,0.92,725.50,161.20
315,2,1200,first associate unrelated,0.85,689.34,158.33
315,2,1200,other associate unrelated,0.82,723.05,162.87
316,1,200,first associate related,1.00,586.21,118.75
316,1,200,other associate related,1.00,608.39,170.36
316,1,200,first associate unrelated,0.96,591.60,132.51
316,1,200,other associate unrelated,1.00,665.35,189.07
316,1,1200,first associate related,0.98,642.76,121.63
316,1,1200,other associate related,0.96,614.18,129.26
316,1,1200,first associate unrelated,1.00,602.02,100.69
316,1,1200,other associate unrelated,0.92,631.79,148.61
316,2,200,first associate related,1.00,541.19,104.42
316,2,200,other associate related,1.00,547.69,121.76
316,2,200,first associate unrelated,0.98,563.69,107.11
316,2,200,other associate unrelated,0.98,546.00,118.00
316,2,1200,first associate related,0.98,551.71,153.77
316,2,1200,other associate related,1.00,569.19,213.39
316,2,1200,first associate unrelated,0.98,544.38,133.50
316,2,1200,other associate unrelated,0.96,579.38,181.42
317,1,200,first associate related,0.98,760.57,212.48
317,1,200,other associate related,1.00,710.77,146.01
317,1,200,first associate unrelated,0.98,805.02,259.38
317,1,200,other associate unrelated,0.98,748.96,212.59
317,1,1200,first associate related,0.98,685.75,137.72
317,1,1200,other associate related,0.98,757.33,335.01
317,1,1200,first associate unrelated,1.00,669.38,106.93
317,1,1200,other associate unrelated,1.00,756.39,328.85
317,2,200,first associate related,0.94,700.08,265.40
317,2,200,other associate related,0.94,661.88,251.91
317,2,200,first associate unrelated,0.98,670.78,208.06
317,2,200,other associate unrelated,0.96,692.40,248.90
317,2,1200,first associate related,0.87,624.11,209.29
317,2,1200,other associate related,0.88,631.11,197.53
317,2,1200,first associate unrelated,0.85,662.68,327.72
317,2,1200,other associate unrelated,0.87,667.13,241.03
318,1,200,first associate related,1.00,945.86,254.16
318,1,200,other associate related,0.98,961.62,313.83
318,1,200,first associate unrelated,1.00,965.73,321.98
318,1,200,other associate unrelated,0.98,981.98,287.00
318,1,1200,first associate related,1.00,874.15,223.89
318,1,1200,other associate related,0.94,846.55,174.39
318,1,1200,first associate unrelated,1.00,888.08,207.38
318,1,1200,other associate unrelated,0.98,942.43,363.34
318,2,200,first associate related,0.98,801.55,189.59
318,2,200,other associate related,1.00,900.33,285.86
318,2,200,first associate unrelated,0.98,803.98,181.01
318,2,200,other associate unrelated,0.98,895.80,251.99
318,2,1200,first associate related,1.00,844.90,217.40
318,2,1200,other associate related,1.00,873.08,199.05
318,2,1200,first associate unrelated,0.94,933.71,326.90
318,2,1200,other associate unrelated,1.00,898.33,240.06
319,1,200,first associate related,0.98,601.10,118.56
319,1,200,other associate related,1.00,599.62,116.55
319,1,200,first associate unrelated,0.90,663.53,156.54
319,1,200,other associate unrelated,0.94,646.27,147.55
319,1,1200,first associate related,1.00,599.23,197.74
319,1,1200,other associate related,0.98,590.14,86.88
319,1,1200,first associate unrelated,0.96,627.94,103.64
319,1,1200,other associate unrelated,0.92,647.00,141.63
319,2,200,first associate related,1.00,580.25,70.97
319,2,200,other associate related,0.94,627.67,146.55
319,2,200,first associate unrelated,1.00,666.35,209.15
319,2,200,other associate unrelated,0.96,675.10,191.17
319,2,1200,first associate related,1.00,641.82,109.83
319,2,1200,other associate related,0.96,646.70,141.32
319,2,1200,first associate unrelated,0.98,705.51,194.17
319,2,1200,other associate unrelated,0.98,722.47,204.02
320,1,200,first associate related,0.98,546.02,141.97
320,1,200,other associate related,1.00,537.42,125.39
320,1,200,first associate unrelated,0.98,549.22,125.07
320,1,200,other associate unrelated,0.96,537.82,91.51
320,1,1200,first associate related,1.00,590.33,144.12
320,1,1200,other associate related,1.00,594.52,166.01
320,1,1200,first associate unrelated,0.92,598.54,115.79
320,1,1200,other associate unrelated,0.98,661.76,242.49
320,2,200,first associate related,0.98,566.33,166.22
320,2,200,other associate related,1.00,542.90,107.98
320,2,200,first associate unrelated,0.96,607.22,154.51
320,2,200,other associate unrelated,0.96,600.94,181.72
320,2,1200,first associate related,1.00,547.60,86.44
320,2,1200,other associate related,0.98,578.27,80.34
320,2,1200,first associate unrelated,0.92,540.25,85.91
320,2,1200,other associate unrelated,0.98,595.39,119.24
321,1,200,first associate related,1.00,587.96,108.09
321,1,200,other associate related,1.00,584.12,95.83
321,1,200,first associate unrelated,0.96,696.46,288.77
321,1,200,other associate unrelated,0.96,653.74,147.81
321,1,1200,first associate related,0.96,610.53,185.80
321,1,1200,other associate related,0.94,615.84,148.27
321,1,1200,first associate unrelated,0.88,640.04,111.24
321,1,1200,other associate unrelated,0.94,637.16,150.55
321,2,200,first associate related,0.96,539.24,71.37
321,2,200,other associate related,1.00,546.98,86.64
321,2,200,first associate unrelated,0.98,622.47,158.52
321,2,200,other associate unrelated,0.98,581.37,123.06
321,2,1200,first associate related,0.94,570.23,109.71
321,2,1200,other associate related,0.96,605.54,135.14
321,2,1200,first associate unrelated,0.92,677.31,168.60
321,2,1200,other associate unrelated,0.89,662.51,165.90
322,1,200,first associate related,1.00,500.15,82.86
322,1,200,other associate related,1.00,510.12,82.84
